label,text
2,"มีไข้ ไอ เจ็บคอ คัดจมูก มีน้ำมูก ครั่นเนื้อครั่นตัว อ่อนเพลีย หรือเหนื่อยมากขึ้น แวดศีรษะ หนาวสั่น ปวดเมื่อยตามร่างกาย"
2,มีไข้สูงติดกันหลายวัน โดยเฉพาะในเด็กจะมีไข้สูงลอยเกินกว่า 39 – 40 องศาเซลเซียสติดต่อกัน 3 – 4 วัน อาจมีอาการหนาวสั่นสะท้านร่วมด้วย เด็กโตและผู้ใหญ่มักมีอาการปวดเมื่อยกล้ามเนื้อ อ่อนเพลียอย่างมาก และเบื่ออาหาร
2,ไข้สูงเกิน 38 องศาเซลเซียส ปวดเมื่อยกล้ามเนื้อมาก ปวดศีรษะ อ่อนเพลีย หนาวสั่น เบื่ออาหาร คัดจมูก มีน้ำมูกใสๆ ไอแห้งๆ บางรายอาจเจียน คลื่นไส้
2,ไข้สูง 38-40 องศาเซลเซียส หนาวสั่น ไอจากหลอดลมอักเสบ คัดจมูก อาจเจ็บคอ หายใจไม่สะดวก ปวดเมื่อยกล้ามเนื้อ ปวดศีรษะ เบื่ออาหาร ไม่มีแรง
3,มีไข้ ไอ หายใจไม่อิ่มหรือหายใจลำบาก ซึ่งผู้ป่วยมักมีอาการแสดงออกมาภายใน 2-14 วัน หลังจากได้รับเชื้อ โดยอาการที่เกิดขึ้นมักไม่รุนแรงและแสดงอาการทีละน้อย ทำให้ผู้ที่ติดเชื้อบางรายอาจไม่มีอาการหรือความผิดปกติใด ๆ ส่วนใหญ่สามารถหายเองได้โดยไม่ต้องรักษาด้วยวิธีเฉพาะ แต่ผู้ป่วยบางรายอาจมีอาการระบบทางเดินหายใจรุนแรงจนเป็นสาเหตุให้เกิดการเสียชีวิต นอกจากนี้ ผู้ป่วยอาจมีอาการอ่อนเพลีย ปวดเมื่อย มีน้ำมูก เจ็บคอ หรือท้องเสียร่วมด้วย
3,มีไข้สูง ตั้งแต่ 37.5 องศาเซลเซียสขึ้นไป มีอาการของระบบทางเดินหายใจ + อาการร่วมอื่น ๆ เช่น จาม คัดจมูก มีน้ำมูก แสบคอ เจ็บคอ ไอ ทั้งแบบมีเสมหะ และไม่มีเสมหะ หรือไอแห้ง ๆ ปวดศีรษะ อ่อนเพลีย ปวดเมื่อยกล้ามเนื้อ คลื่นไส้ อาเจียน ท้องเสีย บางรายอาจมีอาการหอบเหนื่อย หายใจลำบาก สูญเสียการรับรส หรือรับกลิ่น ทำให้จมูกไม่ได้กลิ่น ลิ้นไม่ได้รับรส
3,อาการโควิดเบื้องต้นที่อาจพบ มีดังนี้ มีไข้ ไอแห้ง อ่อนเพลีย จมูกไม่ได้กลิ่น ลิ้นไม่ได้รับรส คัดจมูก ตาแดง เจ็บคอ ปวดหัว ปวดกล้ามเนื้อ มีผื่นขึ้นตามผิวหนัง คลื่นไส้ อาเจียน ท้องร่วง ท้องเสีย หนาวสั่น เวียนหัว การแสดงอาการโควิดเบื้องต้นอาจมีความแตกต่างกันในแต่ละคน ผู้ที่มีสุขภาพแข็งแรงอาจไม่มีอาการแสดง หรือมีอาการเพียงเล็กน้อยเท่านั้น
3,มีอาการไข้ โดยวัดอุณหภูมิแล้วพบว่าสูงกว่า 37.5 องศาขึ้นไป มีอาการไอ ทั้งไอแห้ง หรือไอแบบมีเสมหะ ก็อาจเป็นสัญญาณสำคัญว่าปอดของเราอาจเริ่มอักเสบแล้วหายใจได้ไม่เต็มปอด เหนื่อย หอบ แน่นหน้าอก อาจเป็นอีกหนึ่งสัญญาณที่ชี้ว่าเชื้อเริ่มลงปอดแล้ว
3,มีไข้สูงมากกว่า 37.5 องศา ปวดเมื่อยตามตัว ทานอาหารไม่ค่อยได้ ไอ มีเสมหะ เจ็บคอ นานติดต่อกันมากกว่า 4 วัน บางรายอาจมีอาการคลื่นไส้ อาเจียน ท้องเสียร่วมด้วย หายใจลำบากมีไอร่วมด้วย ในบางรายรุนแรงถึงขั้นปอดอักเสบ หรือปอดบวม
3,ไข้ ไอ ลิ้นไม่รับรส จมูกไม่ได้กลิ่น และอ่อนเพลีย อาการที่พบน้อยกว่าแต่อาจมีผลต่อผู้ป่วยบางรายคือ ปวดเมื่อย ปวดหัว คัดจมูก น้ำมูกไหล เจ็บคอ ท้องเสีย ตาแดง หรือผื่นตามผิวหนัง หรือสีผิวเปลี่ยนตามนิ้วมือนิ้วเท้า อาการเหล่านี้มักจะไม่รุนแรงนักและค่อยๆเริ่มทีละน้อย บางรายติดเชื้อแต่มีอาการไม่รุนแรง
3,หนาวสั่น ไอ หายใจถี่ หายใจลำบาก ปวดศีรษะ สูญเสียการได้กลิ่น เจ็บคอ มีน้ำมูก อ่อนเพลีย ปวดเมื่อยตามร่างกาย อาเจียน หรือท้องเสีย มีผื่นขึ้นที่เท้าหรือนิ้วเท้า ลักษณะคล้ายตาข่ายหรือเส้นใยเล็ก ๆ หรือมีจุดเลือดออก หรือมีผื่นบวมแดงคล้ายโรคลมพิษ หรือบางรายอาจมีลักษณะกลุ่มของตุ่มน้ำคล้ายโรคอีสุกอีใส บางรายอาจมีอาการตาแดง แต่พบได้น้อยเพียง 1-3% โดยมีอาการเยื่อบุตาอักเสบหรือบวม น้ำตาไหล ระคายเคืองตา คัน มีขี้ตา ตาสู้แสงไม่ได้
3,มีไข้สูง ถ้าไม่มีไข้ในวันแรก ก็อาจจะมีไข้ในวันที่ 4 หรือ 5 และปวดเมื่อยตามร่างกาย จากนั้นบางคนก็อาจจะมีอาการที่รุนแรงขึ้น เช่น ปวดเนื้อปวดตัว ปวดไปถึงกระดูก ไอเยอะขึ้น เจ็บคอ หายใจติดขัด หรือหายใจแล้วรู้สึกแน่นหน้าอก อาการเหล่านี้เป็นสัญญาณบอกว่าอาการเริ่มหนัก
3,มีไข้ ไอแห้งและอ่อนเพลีย อาการอื่น ๆ ได้แก่ การสูญเสียความสามารถการรับรู้รสชาติหรือกลิ่น คัดจมูก เยื่อบุตาอักเสบ เจ็บคอ ปวดศีรษะ ปวดกล้ามเนื้อหรือข้อ ผื่น ขึ้นบนผิวหนัง คลื่นไส้หรืออาเจียน ท้องเสียหนาวสั่นหรือเวียนศีรษะ บางคนอาจมีอาการเพียงเล็กน้อยหรือไม่ เฉพาะเจาะจงในขณะที่บางคนอาจมีอาการรุนแรง เช่น หายใจถี่ เจ็บหน้าอกหรือมึนสับสน
3,"ไข้(อุณหภูมิมากกว่า 37.5 องศาเซลเซียส), ไอ และอ่อนเพลีย อาการอื่นๆ ได้แก่ ปวดเมื่อย เจ็บคอ จมูกไม่ได้กลิ่น ลิ้นไม่รับรส คัดจมูก น้ำมูกไหล ท้องเสีย หรือผื่นตามผิวหนัง หรือสีผิวเปลี่ยนตามนิ้วมือนิ้วเท้า อาการเหล่านี้มักจะไม่รุนแรงนักและค่อยๆเริ่มทีละน้อย"
3,จะมีอาการเริ่มแรกคือ มีไข้ ตามมาด้วยอาการไอแห้ง ๆ หลังจากนั้นราว 1 สัปดาห์จะมีปัญหาหายใจติดขัด ผู้ป่วยอาการหนักจะมีอาการปอดบวมอักเสบร่วมด้วย หากอาการรุนแรงมากอาจทำให้อวัยวะภายในล้มเหลว
3,มีไข้สูงเกิน 37.5 องศาเซลเซียส เหนื่อยล้ามาก ปวดกล้ามเนื้อ ปวดศีรษะ เบื่ออาหาร เจ็บคอ มีน้ำมูก ไอแห้ง ๆ หายใจลำบาก
3,มีไข้สูงเกิน 37.5 องศาเซลเซียส เหนื่อยล้ามาก ไอแห้ง ปวดกล้ามเนื้อ หายใจลำบาก ปอดอักเสบในรายที่รุนแรง เจ็บคอ มีน้ำมูก คลื่นใส้ อาเจียน ท้องเสีย ปวดศีรษะเบื่ออาหาร
3,มีไข้ ไอ อ่อนเพลีย สูญเสียความสามารถในการดมกลิ่นและรับรส
3,ไข้ ไอแห้ง จมูกไม่ได้กลิ่น ลิ้นไม่รับรส หายใจลำบาก ตาแดง ผื่นขึ้น
3,มีไข้ ไอ มีน้ำมูก ในผู้ป่วยบางรายอาจมีอาการรุนแรงทำให้เกิดภาวะแทรกซ้อน เช่น ปอดบวม ปอดออักเสบ ไตวาย หรืออาจเสียชีวิต
3,ไข้ ไอ เจ็บคอ มีน้ำมูก ไม่รับกลิ่น ไม่รู้รส ตาแดง ผื่น ถ่ายเหลว อ่อนเพลีย แน่นหน้าอก เหนื่อยหอบ หายใจลำบาก หายใจเร็ว เวียนศีรษะ อาเจียน ปอดอักเสบ
3,มีไข้ 37.5 องศาเซลเซียสขึ้นไป เจ็บคอ หายใจหอบเหนื่อย ปวดตามร่างกายและศีรษะ การรับรส รับกลิ่นผิดปกติ ปวดหัว มีน้ำมูก ท้องเสีย ตาแดง
3,มีไข้สูงมากกว่า 37.5 องศา มีน้ำมูก ไอแห้ง เจ็บคอ อ่อนเพลีย คลื่นไส้ อาเจียน ปวดเมื่อยเนื้อตัว เจ็บคอ ท้องเสีย ตาแดง ปวดศีรษะ สูญเสียความสามารถในการดมกลิ่นและรับรส มีผื่นบนผิวหนัง หรือนิ้วมือนิ้วเท้าเปลี่ยนสี
3,"ไอ, เบื่ออาหาร, อ่อนเพลีย, หายใจลำบาก, มีเสมหะ, และปวดกล้ามเนื้อและข้อ อาการอย่างคลื่นไส้ อาเจียนและท้องร่วงพบมากน้อยต่างกัน อาการที่พบน้อยลงมาได้แก่จาม คัดจมูก เจ็บคอและมีรอยโรคผิวหนัง ผู้ป่วยบางรายในประเทศจีนมาโรงพยาบาลด้วยอาการแน่นหน้าอกและใจสั่นเท่านั้น อาจมีอาการสูญเสียการรับกลิ่นและสูญเสียการรับรสได้"
3,มีอาการคล้ายคนเป็นไข้หรือภูมิแพ้ ร่วมกับอาการที่เกี่ยวข้องกับระบบทางเดินหายใจ เช่น ไอแห้ง เจ็บคอ ตัวร้อน ปวดศีรษะ ตาแดง บางรายอาจมีตุ่มขึ้นตามมือและเท้าและท้องเสียร่วมด้วย รู้สึกเจ็บหน้าอก หายใจหอบ เหนื่อยง่าย
3,มีอาการคล้ายคนเป็นไข้ อุณหภูมิร่างกายสูงกว่าปกติ ลิ้นไม่รับรส และจมูกรับกลิ่นผิดเพี้ยนไป 
3,อาการไข้ : เมื่อวัดอุณหภูมิร่างกายได้ 37.5 องศาเซลเซียสขึ้นไปหรือมีอาการตัวร้อนหนาวสั่นปวดเมื่อยตัว อาการระบบทางเดินหายใจ : น้ำมูก ไอ เจ็บคอ จมูกไม่ได้กลิ่น การรับรสเปลี่ยนไปหายใจหอบเหนื่อย
3,ผู้ป่วยจะมีอาการไข้ขึ้น ไอ หายใจเหนื่อยหอบ ซึ่งอาจรุนแรงจนเกิดภาวะปอดบวม ปอดอักเสบ
3,อาการของโรคที่มีรายงาน ได้แก่ มีไข้ ไอ และหายใจหอบ ในรายที่มีอาการรุนแรงอาจมีโรคปอดอักเสบ หรือหายใจลำบากร่วมด้วย
3,มีอาการไข้ หรือผู้ที่มีอุณหภูมิร่างกายตั้งแต่ 37.5 องศาเซลเซียส ขึ้นไป ยังเป็นหนึ่งในอาการที่พบได้จากเชื้อโควิดหลายๆ สายพันธุ์ โดยจะเริ่มมีอาการไข้ขึ้นสูงชัดเจนไปถึง 38.5-39 องศาเซลเซียส อาการไอแห้งลักษณะการไอที่ไม่มีน้ำลาย ไม่มีเสมหะ หรือความรู้สึกคัน ระคายคอ จนทำให้มีอาการเสียงแหบร่วมด้วยได้ในบางครั้ง มีอาการโควิดคือจมูกไม่ได้กลิ่น ลิ้นไม่รับรส ผู้ป่วยโควิดจะสูญเสียความสามารถในการดมกลิ่นไป 68% ความสามารถในการรับรสลดลง 71% หายใจลำบาก อ่อนเพลีย หนึ่งในอาการที่คล้ายไข้หวัดทั่วไป แต่อาจมีจังหวะการหายใจที่เร็วขึ้นอย่างชัดเจน ตาแดง ผื่นขึ้น คืออาการโควิดล่าสุดที่ถูกพูดถึงกันมากขึ้น หรือที่เรียกกันว่าอาการผื่นโควิด เช่น ผื่นแดงคล้ายตาข่าย ผื่นเป็นจุดเลือด ผื่นบวมแดงคล้ายลมพิษ และตุ่มน้ำใส ซึ่งสัมพันธ์กับอาการมีไข้ ไอ จาม และปัญหาเรื่องระบบการหายใจ นอกจากนี้ผู้ป่วยบางรายอาจมีอาการตาแดงร่วมด้วย
